1100,55.3624,58.3095,50.5371,53.1507,55.9732,60.9262,55.3624,56.6127,53.0377,55.7315,67.0671,58.8982,49.6488,49.7293,59,52.811,53,51.4782,53.4883,50.4876,54.3415,52.9528,54.4518,55.1543,59.2284,57.8705,49.6488,60.1664,49.8197,52.8015,53.6004,62.3699,55.4707,51.6236,54.7083,50.2494,58.6941,58.6941,53.1507,58.7963,49.8197,52.6118,69.4622,58.1378,56.3028,60.208,55.2268,54.0093,68.3593,56.0892,61.1882,52,53.6656,60.4152,58.2151,55.4617,52.4309,65.3758,59.2115,54.1295,60.8276,51.0098,62.2896,54.1295,65.123,57.5847,65.123,71.7844,53.7122,59,53.1507,52.2398,57.2451,61.6847,50.4777,57.4891,55.0091,53.1507,52.4023,58.6941,59.2368,67.7422,67.6831,61.8466,55.7315,61.4003,52.0096,55.0091,56.8595,65.6201,79.0759,60.8276,62.2415,57.4891,56.0357,53.1413,57.0351,44.8219,59.4643,52.6308
1200,57.2451,60.9262,54.5619,58.6941,57.7062,64.5136,58.8218,58.5235,57.2189,58.8558,70.2567,60.1415,49.98,57.0088,60,55.0273,56.0803,55.1453,55.5428,52.6118,57.4891,55.0364,55.8659,59.397,63.1506,61.8142,52.8394,62.1289,50.9902,54.231,56.5862,64.1327,59.5483,54.9181,59.7746,51.2445,61.1882,60.208,54.8179,59.5483,53.1507,54.3323,72.6911,62.2013,60.407,66.7608,59.1354,54.0093,70.1142,59.4643,61.6604,58.8218,56.356,61.327,62.3939,55.9464,56.6039,69.5845,63.2851,55.0091,63.0317,54.037,64.5368,57.8014,67.7422,60.0833,68.0074,73.7631,54.6443,66,56.7186,55.1453,61.0328,65.7875,53.8238,60.0167,60,58.3095,53.8145,61.3922,62.9682,71.1688,70.342,66.7083,58.6941,65.9242,54.3323,58.0086,61.0983,66.6108,81.0494,63.7887,63.6396,59.9083,61.131,55.5428,59.0085,47.3814,60.959,55.0364
1300,59.808,64.0781,58.1808,61.4003,59.5399,67.3573,59.7746,61,58.5491,60.6712,73.171,63.5138,50.9215,60.4152,62.0081,57.5674,58.2151,60.0333,58.1808,55.0364,61,56.5155,59.4138,64.4438,64.1327,66.0984,55.1543,64.0312,54.2033,58.8727,57.5587,67.7422,61.5549,57.5674,59.7746,54.4518,65.4905,63.6396,57.0701,67.8823,55.5428,57.1402,74.6726,65.192,62.9365,71.0634,65.0692,58.0086,75.06,62.3939,68.0661,59.7746,57.6975,62.2415,65.123,59.5063,56.9386,72.5603,65.2763,55.9017,65.0692,56.0357,69.4262,58.6003,70.7107,62.6259,68.469,75.5844,59.0762,67.0298,57.7062,57.1402,61.3514,67.6757,58.0086,62.1691,62,59.4138,58.0517,65.7343,65.192,73.6817,73.0821,69.4262,61.8142,72.9932,56.3205,60.8276,61.8466,70.859,84.0119,64.7765,66.3099,62.3618,63.1269,55.7853,61.0082,48.8365,64.3817,58.7282
1400,62.0322,64.4748,61.4003,63.7887,63.6396,71.7844,60.8769,65,60.0167,62.6498,76.1052,67.1863,53.1413,61.6117,66.0076,61.6847,62.1289,63.0317,60.0083,60.075,63.1506,58.2495,61.5549,65.8559,66.4831,67.4685,60.075,68.0074,56.4358,61.6847,59.4643,69.8713,64.3506,59.9083,60.7289,57.2189,66.4831,66.7533,59.439,70.0357,59.9083,59.1354,77.6466,68.1175,64.846,75.4321,67.0298,59.4054,79.0253,63.0079,70.0357,60.4401,59.4138,65.3911,67.0671,60.8358,60.803,76.4199,69.0652,58.6003,67.2086,59.0762,70.9366,61.9839,75.6637,65.7875,71.5681,80.3617,60.803,72.0278,61.8142,60.208,65.3911,69.9214,60.2163,64.1327,65.0077,63.1269,62.2415,67.6831,68.6222,76.5376,79.404,72.0347,68.593,76.2955,57.3149,62.5859,63.0635,72.3671,87.1321,67.2681,70.7743,64.5136,64.0078,58.9406,63.2851,51.6624,67.2086,62.1691
1500,63.3246,68.1542,66.7308,69.8713,66.7533,73.0548,64.0312,67.0075,62.2013,65.6201,78.1025,70.2567,54.4518,62.8013,68.1175,65.4599,64.1249,67.0075,62.514,62.1289,66.1211,61.131,62.9365,68.7677,70.7107,69.6348,62.2013,70.0286,57.4543,63.5689,62.6498,73.3348,67.897,63.2851,63.9766,60.0167,70.2567,69.8713,61.6117,71.4493,65.2534,63.1269,80.7527,70.859,66.0984,76.4003,69.029,61.2944,81.0987,66.0303,70.7107,62.9682,64.3817,67.2309,68.884,62.7694,66.6108,77.6466,71.7008,59.5063,71.7008,60,71.4493,63.5689,79.6304,67.3573,75.4255,82.9699,62.8013,74,65.6201,62.9365,67.082,71.3092,63.0635,65.5134,66.0076,67.1863,65.2993,70.8802,70.5195,78.1601,83.2406,72.0347,72.6911,78.0897,60.4152,66.7083,66.4906,75.3127,88.2836,69.7209,71.3092,67.6757,67.0075,61.131,67.7422,55.109,68.593,66.2118
1600,65.192,68.7095,70.3278,73.3485,67.7422,74.7329,65.2534,70.0071,65.1153,68.7314,80.0562,72.5603,57.3149,65,70.0286,68.3081,68.0294,71.007,65.192,64.0078,70.1783,64.2806,66.5282,69.814,71.8401,70.5762,63.1981,71,58.258,66.8506,64.0312,74.4312,70.0071,68.0955,68.0294,60.0167,74.3303,71.8471,63.9531,74.411,68.1542,69.0652,85.4751,72.8354,70.2282,77.666,74.027,64.6607,83.0963,69.0652,71.8401,63.9062,65.1153,71.5891,71.0282,65.5515,67.424,81.3019,72.8354,60.3738,74.3303,65.192,73.0068,65.7875,80.7527,70.2638,76.4199,83.9345,65.307,77.0584,69.7209,64.0703,70.6824,73.0616,65.521,69.6419,69.029,68.0661,68.1175,71.8401,72.8011,80.6536,88.3233,75.9539,77.4145,81.0247,64.8845,69.857,72.7805,79.6241,92.3959,73.3348,75.6439,68.3081,68.0074,62.8013,71.5681,57.0701,71.4493,69.857
1700,68.4471,69.6419,71.5612,77.2787,68.884,78.8543,66.9403,71.0634,67.2681,71.8471,84.0536,73.1642,59.4643,66.4906,72,70.214,69.029,74.0068,71.2531,69.0072,74.1687,67.2681,68.7677,73.0068,74.2159,75.326,64.3817,73.2462,60.1415,68.8767,67.0075,76.1643,72.2496,69.1158,70.7743,61.9839,76.4199,74.8131,65.9242,77.4661,68.1542,71.1758,86.7006,73.8241,72.111,80.604,75.0267,66.888,86,71.6938,72.8354,65.192,65.8559,73.8241,74.9667,66.4831,71.1969,84.214,75.1332,62.2415,75.743,65.307,75.8024,67.4166,82.8734,73.4098,79.7621,84.6463,68.2495,77.1038,71.7008,65.0692,74.8465,74.793,67.0671,74.0405,72.0278,68.7314,71.4003,75.9276,74.4648,82.0061,91.6788,78.5875,79.404,82.9699,66.3702,70.0928,73.9797,80.8084,96.026,73.437,77.3886,70.8378,68.469,67.2681,74.4312,59.6825,74.3303,74.4648
1800,71.1196,74.027,73.8241,80.0625,70.0357,80.8084,71.1758,74.0068,68.4471,71.8471,87.0057,75.71,61.6198,68.884,74.0068,71.1688,71.0282,77,75.1066,70.0071,77.1622,69.3542,70.7248,75.213,78.1025,77.4145,67.1863,74.027,62.9682,70.5762,69,78.1601,75.0067,70.4911,73.736,64.195,80.2247,77.7817,68.884,80.4301,70.342,74.3303,89.6772,74.8131,73.736,81.4923,76.0066,69.1158,88,73.9256,74.6726,68.9493,68.0147,77.1038,77.4661,70.3847,74.3034,89.1403,76.1183,65.5515,79.2465,69.1809,78.5684,69.0797,85.3288,75.4321,83.863,87.4757,69.2315,82.0244,71.7008,67.0298,76.6942,78.7718,70.0928,76.1577,76.0592,70.0643,73.8173,77.201,78.4474,83.4326,94.5939,79.555,80.399,84.8528,67.6018,75.4321,75.8024,81.7435,96.421,76.531,79.177,71.7844,70.3491,70.0928,78.4092,61.1882,75.743,77.4726
1900,73.3553,75.9605,74.7061,80.895,71.0211,82.7647,74.0945,76.1052,70.214,74.4312,89.0898,79.0759,67.1863,71.8471,78.0064,71.7844,74.1687,80.025,76.0592,73.3348,78.3135,72.4431,74.411,77.9359,80.0999,81.1542,68.3593,75.0067,63.6553,74.3236,70.1783,79.2465,76.6942,70.8308,76.896,67.3573,83.2166,80.6226,71.8471,84.8116,75.6637,76.1643,91.7878,75.6637,76.243,84.7231,81,71.3442,91.0055,76.1052,76.0066,70.8378,68.6804,79.2465,81.5843,71.3092,79.1581,92.2659,77.1038,66.4831,82.134,71.2531,82.0731,73.0068,87.6641,77.8845,89.9444,90.802,72.0069,85.0529,73.437,70,77.4726,79.177,73.0068,77.1622,82.0549,74,75.213,77.8781,81.3204,87.5557,99.4636,83.678,82.8734,85.8662,69.8713,80.5233,77.7817,83.678,98.3107,79.3095,82.365,72.45,72.4431,74.9533,81.3019,63.5059,77.4661,81.0247
2000,74.3303,78.7718,75.591,81.8841,73.0548,85.703,74.4648,79.1012,72.9932,74.4312,91.0494,81.0432,68.4105,74.8131,80.025,73.4983,75.2396,80.0562,81.0555,74.4312,80.2247,76.3217,77.2334,77.9359,82.0975,83.0963,73.0068,76.6551,64.4438,75.5844,73.7835,82.0975,77.8332,73.3553,80.3243,69.2315,85.8429,82.2982,73.7835,85.6037,78.4092,79.1012,95.1893,77.1038,77.8332,85.5102,82.0061,73.9256,93.1933,80.0999,77.026,72.6154,70.214,84.1724,84.5281,72.2357,80.9568,97.1854,81.0494,67.2309,83.4865,74.1485,84.9588,75.6108,90.6091,81.0432,89.9444,92.7631,75.8024,88.2043,77.5242,72.4224,78.721,80.0625,75,80.3243,84.214,75.0267,76.6094,79.6994,83.2406,89.9889,101.203,86.3481,84.7172,86.977,72.9932,84.1724,79.7621,86.122,100.285,82.201,85.0882,75.06,75.326,76.922,83.1505,63.7887,78.8733,82.8734
