100,14.3178,17.4642,16,15,12.1655,14.1421,14.2127,14.0357,14.4222,14.2127,14.1421,15.1327,12.0416,14.3178,11.4018,18.868,14.1421,15.2643,15.8114,13.4536
200,19.2094,29.0689,23.0868,20.6155,18,19.2094,19.105,22.2036,22.3607,19.4165,21.4009,23.3452,24.7386,20.3961,19,22.0227,18.4391,24.0416,21.1896,20
300,25.4951,35.1283,28.4429,29.0689,24.0832,26.0768,24.6982,28.4605,30.2655,24.4131,28.0179,28.2843,35.3553,27.2947,26.4764,25.4951,23.0217,30.4138,25.7099,29.1548
400,28.8444,37.3363,33.7343,33.3017,28.6356,31.6228,29.0689,33.541,37.9473,29.5466,33.0151,31.0161,39.3192,33.541,28.2843,29.4109,27.0185,32.2025,34.3657,32.8938
500,33.6155,41.1096,35.6931,36.2353,34.3657,33.2866,32.6497,37.5766,46.1736,33.6155,36.0555,36.6879,45.0111,39.4588,32.8024,33.2415,32.1403,37.2022,38.2099,37.6431
600,38.4708,44.1814,40.3113,40.05,36.4966,35.3836,36.8782,39.8121,48.2701,36.2353,43.1856,38.6005,47.0106,40.6079,34.2053,39.1152,36.7151,41.8688,40,43.1741
700,42.4382,47.0425,43.8634,46.0977,39.0128,38.9487,40.6079,45.31,50.4876,40.6079,48.5077,42.45,53.0094,42.0595,38.1838,43.0465,40.4969,45.4533,46,47.1275
800,46.8722,51.923,45.1885,52.2398,43.9318,41.0366,44.2041,49.1935,55.5428,43.4166,50.4876,43.8406,56.0089,46.5296,41.8688,46.6154,42.72,47.3814,48.0521,49.0408
900,48.6004,54.1202,49.0306,57.1402,48.0937,44.4185,46.7547,50.9902,57.2713,46.0977,54.3415,48.2597,62.8013,50.01,44.8219,48.2597,46.8722,52.3259,52.9528,50.6952
1000,52.4309,56.921,52.1728,61.131,49.0918,49.2443,49.0918,54.7083,63.9531,48.2597,57.5674,51.1566,64.7765,55.7315,47.5079,50.9902,50.4777,55.1725,56.8859,52.3927
1100,54.9181,60.4401,55.7315,63.2851,51.0882,51.8941,51.0392,58.5235,65.9242,51.7397,59.203,53.8145,66.3702,58.0517,50.4777,54.4518,51.8556,58.1378,59.6825,55.0273
1200,56.6039,64.2884,57.7062,65.2763,54.231,54.5894,55.4437,60.4401,72.8354,53.0377,61.9839,54.6717,67.4685,60.208,52.4976,58.0517,55.4437,61.5549,61.8142,56.921
1300,60.4401,67.2681,57.7062,69.2604,59.2115,57.0088,56.2228,64.846,76.6551,60.1082,65.192,58.4123,69.029,65.9242,53.8516,62.482,56.2228,63.6396,62.6498,58.8558
1400,63.4114,72.1803,59.6825,74.108,60.407,60.7454,58.6941,66.7308,80.7527,66.468,67.897,60.4649,70.3491,67.4685,55.4437,63.8905,60.6053,65.7647,65.6201,62.1772
1500,65.437,75.9539,62.1691,76.0263,64.6297,63.3246,63.7887,70.0928,82.6075,69.3109,73.1642,63.5138,72.3395,69.2315,55.9464,66.0681,62.0081,69.2965,67.7422,65
1600,69.527,77.2787,63.7887,79.2275,64.7765,65.5515,65.9242,73.2462,84.5931,69.3542,76.3217,66.0303,75.71,72.0069,59.0593,68.2495,64.6607,73.5935,69.0072,67.2681
1700,72.1803,80.2309,67.0671,85.0941,68.469,66.7308,68.0661,75.1864,87.4643,70.9366,78.924,66.8506,79.6241,76.1183,61.7738,69.4046,65.8559,80.6226,70.0286,69.0652
1800,74.411,82.201,73.0068,88.1419,71.3442,68.9493,68.2495,81.0432,88.459,71.7008,80.7775,69.6348,82.5651,78.4474,65.8559,71.0634,68.4471,84.8646,72.0625,70.1142
1900,75.8222,85.9884,76.0263,90.0888,77.3175,69.8928,68.2495,82.5651,90.4268,73.8783,81.1542,69.6348,85.3288,80.7527,67.3573,74.8131,72.0139,86.977,75.0267,73
2000,78.5684,86.1452,79.0063,94.0851,78.3135,71.1969,70.3491,85.3815,92.9624,75.9276,82.8553,73.5527,88.1192,81.4985,69.3109,77.6209,78.2624,88.4138,75.9539,73.9256
2100,80.0562,88.459,80.025,97.0824,81.4985,73.5459,72.3395,88.2326,96.8814,78.1025,85.6154,76.9415,90.2552,84.3801,70.0357,79.0253,79.6241,91.2853,78.0256,76.0263
2200,82.9759,91.444,82.0549,98.0816,82.8734,77.666,74.3303,93.0484,97.8621,81.5659,86.406,80.0062,92.3959,87.367,72.0069,79.8123,80.5295,94.3663,79.0569,79.8311
2300,83.7377,91.6624,84.1724,99.0808,89.8053,84.5281,76.9415,96.7988,101.98,85.1469,87.0919,82.0975,96.3379,89.0225,73.0068,80.0562,81.4371,95.0158,82.0549,81.3941
2400,85.703,95.4254,86.9253,102.02,91.9239,84.7231,78.7147,100.901,104.139,88.3629,89.5545,85.0059,100.02,90.3549,73.6003,82.134,83.3547,97.3088,86.093,83.1865
2500,87,97.2522,89.3197,108.042,92.6553,87.6641,80.0625,102.883,107.49,89.3588,91.2853,88.0227,101.98,92.4392,74.8131,83.4865,85.235,99.4887,86.1452,85.1587
2600,89.1067,100.245,94.1541,108.074,95.6347,87.6641,80.5295,102.883,107.708,90.3549,94.0213,91.351,102.961,92.4392,76.2168,87,87.983,100.767,90.1998,86.977
2700,92.4554,101.242,95.2733,110.164,96.6282,88.8426,82.2922,107.517,110.114,93.086,97.17,96.2549,103.576,95.5249,77.0065,87.7838,91.9239,101.533,94.3398,88.955
2800,93.2363,101.4,98.4327,113.004,97.6217,89.9889,84.0773,110.368,112.539,94.0213,99.0051,98.4124,104.346,95.8593,78.0064,89.8053,94.8736,103.078,95.6347,91.9239
2900,93.2363,105.475,99.96,114.215,100.603,91.444,84.5931,111.328,116.417,98.0051,99.925,101.316,107.079,97.5141,81.2712,90.5097,94.8736,104.484,100.02,97.1648
3000,96.2601,107.466,102.181,116.155,101.833,94.1116,85.8836,113.842,119.101,100.005,101.769,103.484,108.467,98.3514,84.0595,92.6553,96.2549,105.551,102.044,98.8585
3100,96.9381,110.653,104.178,122.201,103.697,99.925,86.5794,117.644,121.511,101.045,104,107.564,110.635,100.568,87.1321,94.1116,97.9081,106.301,103.044,100.841
3200,99.0858,111.647,105.342,124.326,105.475,101.139,88.5664,118.596,124.908,102.078,104.924,108.559,111.611,103.407,89.202,96.3328,98.9798,107.448,104.043,102.956
3300,99.0858,112.872,108.503,128.39,108.559,103.325,90.824,122.413,126.606,103.078,106.775,111.759,112.588,107.517,92.2659,98.4937,99.4786,109.809,105.076,105.683
3400,101.02,114.983,109.444,128.39,110.653,103.581,92.5905,122.413,132.673,104,111.234,114.272,114.756,110.68,92.4392,101.316,102.083,110.603,106.019,107.787
3500,103.586,118.089,112.272,131.381,111.759,107.201,93.9149,125.575,134.391,106.17,113.464,114.63,115.732,112.579,98.4124,103.392,103.942,112.294,111.005,108.78
3600,106.212,120.934,113.53,134.536,114.63,108.908,98.326,126.531,136.125,109.115,114.018,116.4,116.927,113.842,100.499,106.405,105.309,113.23,114.004,110.766
3700,106.668,120.934,117.341,137.713,114.983,112.294,99.3227,127.13,137.317,110.114,114.948,118.697,118.663,115.434,102.489,107.168,105.475,118.6,116.017,113.745
3800,107.615,123.911,117.341,138.708,116.108,114.477,101.124,128.39,140.688,111.364,115.039,122.809,120.619,115.741,103.484,107.935,108.784,120.801,117.017,114.856
3900,109.636,123.911,121.165,143.171,116.108,116.417,103.078,129.341,144.586,111.364,115.953,125.603,120.785,116.692,105.475,108.853,110.535,120.801,119.017,116.43
4000,110.887,125.897,123.081,144.17,118.207,118.68,105.119,130.495,148.708,115.352,117.784,127.098,120.785,119.549,108.374,109.636,111.414,121.606,120.037,119.269
4100,112.446,126.289,124.619,149.164,119.206,121.297,106.042,131.217,150.659,117.346,120.42,129.066,122.201,120.806,109.293,110.887,111.893,122.413,122.066,120.503
4200,113.569,127.566,125.865,149.215,120.204,122.528,110.005,132.185,152.83,118.343,120.934,129.066,126.194,123.665,110.291,111.665,114.39,123.146,123.037,123.406
4300,114.978,127.883,127.758,151.083,121.202,123.491,113.018,133.15,154.564,120.266,122.156,130.231,126.194,124.619,112.361,112.446,114.909,124.036,126.036,126.289
4400,117.154,129.988,130.081,151.212,124.197,125.399,115.017,135.665,156.732,121.413,123.483,133.18,128.316,126.242,113.534,114.039,117.337,124.258,126.036,128.269
4500,117.154,130.25,130.771,152.161,125.196,128.082,115.017,138.521,158.619,122.409,124.391,134.164,128.316,127.201,115.525,116.017,117.337,124.808,127.063,129.124
4600,118.849,133.821,130.943,153.003,127.252,129.027,116.039,138.521,161.533,122.495,125.936,136.132,128.316,128.705,117.516,116.829,118.207,125.642,129.757,132.098
4700,120.254,136.945,134.629,154.263,127.393,129.692,117.038,141.382,166.628,123.065,126.874,137.768,130.138,133.15,120.599,119.62,119.954,126.657,130.752,132.098
4800,120.254,138.917,134.766,155.322,128.191,131.867,120.017,143.569,170.074,125.196,127.581,139.445,134.093,134.104,121.499,122.886,119.954,127.914,132.015,132.85
4900,122.577,140.89,136.125,162.308,129.248,132.816,120.017,144.845,171.05,125.256,129.865,139.445,134.134,138.221,122.332,122.886,120.441,129.321,134.015,132.85
5000,123.24,143.199,137.928,165.303,129.387,134.373,122.016,145.784,172.244,127.193,132.518,141.598,137.179,142.046,123.329,124.278,121.803,130.729,134.729,133.36
5100,124.579,144.184,138.885,168.297,130.384,135.665,124.016,147.054,174.416,127.193,133.36,142.58,138.177,144.25,124.487,125.1,123.309,132.136,137.033,135.074
5200,125.256,146.509,139.843,169.358,132.378,135.978,124.016,147.679,175.171,128.141,133.825,143.611,139.176,146.164,127.566,126.491,124.036,133.989,138.058,137.058
5300,126.732,148.476,140.801,171.292,134.302,135.978,126,148.627,177.792,129.468,137.383,145.134,140.228,147.122,127.566,127.883,124.68,134.833,141.057,138.051
5400,128.144,149.459,143.003,171.292,135.237,138.279,129.004,150.841,179.969,131.137,139.556,147.299,142.172,149.04,127.566,129.53,126.052,135.912,142.056,141.877
5500,128.818,152.411,143.405,174.287,136.18,140.428,130.004,151.789,180.942,135.181,140.46,148.071,143.126,150,128.39,130.357,126.909,137.131,144.056,144.014
5600,129.557,155.193,144.368,175.345,137.179,141.23,132.004,153.379,182.584,136.235,140.89,149.255,144.125,150.685,130.25,134.034,126.909,137.295,145.055,147.959
5700,130.3,156.349,146.294,177.282,138.091,142.215,132.004,156.541,186.507,137.233,142.695,149.683,144.125,154.538,132.231,136.484,128.004,140.72,147.085,149.933
5800,131.046,156.525,149.188,180.278,139.09,143.199,134.004,158.146,190.822,138.13,145.413,152.611,144.125,156.208,132.231,139.786,129.418,142.127,148.084,152.895
